"","PROVINCE","urban","age","gender","I1_3_1","party","army","sec_lan","f_b_hukou","f_n_hukou","m_b_hukou","m_n_hukou","b_hukou","n_hukou","local_hukou","migrant_hukou","cungaiju","u_w_m","u_c_m","r_m","p_m","uint_add_m","br_m","bus_m","I1_20_1","I1_20_2","n_r_o_i","I1_20_4","I1_20_5","I1_21","I1_22_1","I1_22_2","I1_22_3","tech_edu","I2_10","work_exp","I3a1_1","I3a1_2","I3a1_5","I3a1_9","I3a1_14","I3a1_16_1","I3a1_16_2","I3a1_16_3","I3a1_19_1","I3a1_19_2","I3a1_19_3","I3a1_20_1","I3a1_20_2","I3a1_20_3","I3a1_20_4","I3a1_20_5","I3a1_20_7","I3a1_20_8","I3a1_20_9","I3a1_21","I3a2_1","friend","psychofriend","discussfriend","moneyfriend","memberelect","happy","happycp","I7_7_1","I7_7_2","I7_9","soccls","b_soccls","I7_10_3_1","t_soccls","soctrs","I9_1","I9_2","arm","health","I9_5","I9_6","ill","I9_8","I9_9","I9_10","I9_11","I9_12","I9_14","interviewway","reject","impat","itviewer_trust","fudge","colla","rely","lang","sinitviewer","look","sinitviewee","rtype_u","belief","edu","fedu","medu","jobmean","dinner","socresp","localsc","comlk","plan","u","d"
"49",110000,1,72,0,330000,0,0,0,5,4,5,4,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,6,5,4,3,4,3,2,2,2,2,4,150,140,150,4,3,2,1,0,0,2,2,0,0,1,1,3,3,3,3,3,1,1,6,0,0,0,NA,NA,NA,-0.803331911563873,-0.458039969205856,0.239654049277306,0,1.52404642105103,8,0.0060124727897346,1
"50",440000,0,19,1,440000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,2,3,3,3,1,4,4,5,4,6,4,3,175,128,176,1,1,1,0,0,26,2,2,0,0,1,4,4,4,1,4,4,2,0,9,0,1,0,2,2,1,NA,1.37771236896515,-0.431529670953751,1,0.66414999961853,2,0.00603184523060918,1
"51",440000,0,42,0,430000,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,2,3,6,6,3,3,4,5,5,5,5,3,145,90,142,1,4,2,0,0,0,3,4,0,0,1,4,4,3,3,3,3,1,0,5,0,0,0,1,2,1,0.78997415304184,-0.922452747821808,0.239654049277306,1,0.661651492118835,8,0.00609278632327914,1
"52",420000,0,56,0,420000,0,0,0,4,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,5,4,4,5,2,9,4,6,2,3,160,120,150,2,3,1,1,0,120,2,2,0,0,1,4,4,4,4,4,3,1,1,8,0,1,0,NA,1,1,-0.13313901424408,-0.922452747821808,0.239654049277306,1,0.66414999961853,8,0.00625632330775261,1
"53",440000,1,16,1,440000,0,0,0,2,2,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,3,4,1,2,3,4,5,6,8,6,3,164,85,164,1,2,2,0,0,0,3,3,0,0,1,4,4,3,3,3,3,2,1,8,0,1,0,1,2,2,NA,-0.922452747821808,-0.431529670953751,1,0.56656402349472,2,0.00633958820253611,1
"54",220000,1,52,0,220000,0,0,0,1,4,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,6,3,1,1,5,2,3,3,4,5,3,162,105,148,3,1,1,1,0,0,3,3,0,0,1,4,4,4,4,4,4,1,1,6,0,1,0,2,1,1,0.452741384506226,-0.690246343612671,0.817022562026978,1,-0.478066563606262,1,0.00658945087343454,1
"55",330000,0,28,1,330000,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,2,2,2,3,3,1,4,3,3,NA,2,3,NA,NA,1,NA,5,3,3,4,1,4,4,4,3,4,5,5,6,4,3,169,126,158,1,1,1,0,0,2,3,2,0,1,1,4,4,4,4,4,4,1,0,7,0,1,0,3,1,1,-0.648810923099518,1.37771236896515,0.239654049277306,1,-0.578151047229767,1,0.00666079763323069,1
"56",430000,0,58,0,430000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,6,3,3,2,4,2,3,2,4,1,3,145,85,145,3,2,2,0,0,0,4,4,0,0,1,4,4,3,3,3,3,2,0,3,0,1,0,1,1,1,-0.660340368747711,NA,0.239654049277306,0,1.52654492855072,8,0.00669503537937999,1
"57",440000,0,23,1,440000,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,3,3,3,2,1,1,2,4,3,3,NA,3,NA,3,1,NA,5,5,3,3,1,6,6,3,3,3,5,5,6,5,3,180,146,182,2,1,1,0,0,0,2,2,1,1,1,4,4,4,4,4,4,2,0,8,0,0,0,3,3,1,0.503991007804871,1.41040599346161,0.239654049277306,1,0.666648507118225,1,0.00682312296703458,1
"58",420000,1,42,1,420000,0,0,0,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,99999,99999,99999,1,1,1,1,0,1,0,1,3,3,3,2,2,3,4,4,4,1,NA,1,NA,3,1,NA,5,4,2,2,1,3,4,4,4,4,7,7,8,6,3,185,165,184,4,1,1,0,0,0,2,2,0,1,1,4,4,3,4,3,3,1,1,8,1,1,0,3,3,2,0.78997415304184,0.144271776080132,0.239654049277306,1,-0.85797256231308,8,0.00691777421161532,1
"59",440000,0,68,1,440000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,3,3,1,3,4,6,6,3,2,3,180,150,181,2,1,1,0,0,0,1,1,1,0,1,4,4,3,3,3,3,2,1,6,0,0,0,1,1,1,-0.449003458023071,-0.445589452981949,0.381203234195709,1,-0.578151047229767,8,0.00695096421986818,1
"60",310000,1,38,0,320000,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,2,2,2,3,4,3,1,4,4,2,2,2,4,4,1,NA,2,2,2,5,4,4,3,1,2,2,5,5,4,3,3,160,126,160,2,1,1,0,0,0,2,2,0,0,1,4,4,4,4,4,4,1,0,6,1,0,0,3,1,1,-1.14294934272766,0.477704018354416,-0.549211859703064,1,-0.575652539730072,8,0.00698465760797262,1
"61",350000,0,23,1,350000,0,0,1,1,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,5,5,2,2,4,4,7,8,0,2,165,100,162,2,3,2,0,0,0,2,3,1,0,1,4,4,4,4,4,4,1,1,NA,0,0,0,3,2,1,-2.20604920387268,-0.141549810767174,-1.91544628143311,1,0.184159517288208,1,0.00705611798912287,1
"62",310000,1,38,1,310000,0,0,1,1,1,1,1,2,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,4,2,2,4,4,4,1,NA,3,2,2,2,3,5,5,1,4,4,4,4,5,2,3,174,140,184,2,1,1,0,0,0,3,3,0,1,1,4,4,3,3,4,3,1,0,7,0,0,0,4,4,1,-0.94632351398468,1.14560902118683,0.239654049277306,1,0.28424397110939,2,0.00722473487257957,1
"63",430000,1,26,1,430000,0,0,1,2,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2,3,2,1,3,3,3,3,3,3,4,5,7,5,3,164,122,164,1,1,3,0,0,0,5,1,0,0,1,4,4,3,2,4,3,1,0,5,1,0,0,4,4,4,-0.803331911563873,0.678154289722443,2.39475440979004,1,0.56656402349472,2,0.00729755870997906,1
"64",360000,1,37,0,360000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,4,3,3,3,4,3,3,3,4,1,4,158,120,158,2,1,2,0,0,0,2,3,0,0,1,4,4,4,4,4,4,1,1,8,0,0,0,1,1,1,0.995097160339355,-0.922452747821808,0.239654049277306,0,-0.195746496319771,2,0.00733671570196748,1
"65",430000,0,38,0,430000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,1,3,3,1,5,2,4,5,7,1,3,158,109,155,3,2,1,0,0,35,2,3,0,0,1,4,4,4,4,4,4,1,0,7,0,1,0,2,1,1,1.23047828674316,-0.922452747821808,1.60588848590851,1,0.56656402349472,6,0.00748213334009051,1
"66",510000,1,47,0,510000,0,0,0,1,2,1,2,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,2,3,3,3,3,2,1,NA,NA,3,NA,3,NA,3,1,NA,3,3,2,2,1,3,3,1,4,4,5,5,5,3,3,152,112,152,3,1,1,0,0,0,2,3,0,0,1,4,4,4,4,4,4,2,1,6,1,0,0,2,3,1,-0.27426740527153,-0.445589452981949,0.239654049277306,1,-0.198245003819466,2,0.00751745421439409,1
"67",650000,1,37,1,650000,0,0,1,1,4,2,2,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,2,2,2,4,3,1,1,1,2,1,1,3,4,3,1,NA,2,2,2,3,6,4,4,3,4,4,5,5,6,3,3,172,144,160,4,3,3,0,0,0,3,2,0,0,1,4,4,3,4,4,4,1,1,9,0,1,0,4,1,1,0.846790015697479,0.144271776080132,0.239654049277306,0,-0.958057045936584,8,0.00774637749418616,1
"68",210000,0,47,0,210000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,6,6,1,3,2,5,5,5,7,3,165,150,165,3,1,1,0,0,4,2,2,0,0,1,4,4,4,4,4,4,1,1,6,1,1,0,1,1,1,0.145488619804382,-0.690246343612671,0.239654049277306,1,1.90645098686218,8,0.0078109772875905,1
"69",620000,0,22,0,620000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,6,6,2,1,4,9,7,10,7,2,160,110,157,1,1,1,0,0,4,1,1,0,0,1,4,4,4,4,4,4,2,1,NA,0,0,0,3,2,1,NA,NA,0.239654049277306,1,-1.82045197486877,1,0.00790496915578842,1
"70",440000,1,38,0,430000,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,6,3,3,1,1,3,1,2,3,1,2,150,92,150,3,2,1,0,0,7,3,3,0,0,1,4,4,3,3,3,3,1,1,4,0,0,0,2,1,1,NA,-0.922452747821808,-1.91544628143311,1,-2.5827624797821,1,0.00799750350415707,1
"71",620000,0,70,0,620000,0,0,0,1,4,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,6,3,2,4,4,4,2,3,2,4,3,152,140,154,5,4,1,0,1,0,1,1,0,0,1,4,4,3,2,3,3,1,1,6,0,0,1,1,1,1,-0.94632351398468,-0.922452747821808,0.239654049277306,1,-0.0981605499982834,8,0.00807634182274342,1
"72",370000,0,20,0,370000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,6,6,1,5,2,0,4,7,3,3,172,112,172,1,1,2,0,0,0,2,2,0,0,1,4,4,4,4,4,4,2,1,8,0,0,0,3,1,1,NA,-0.922452747821808,0.239654049277306,1,-0.960555553436279,2,0.0081671578809619,1
"73",420000,1,46,1,420000,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,3,2,2,2,3,3,3,2,4,2,3,2,0,1,2,173,185,167,2,3,1,0,0,0,2,2,1,1,1,4,2,3,2,3,3,2,0,NA,1,0,0,2,1,1,-1.13445222377777,1.17830264568329,-0.525344908237457,1,-0.578151047229767,8,0.00829455815255642,1
"74",370000,1,24,0,370000,0,0,1,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,2,2,2,3,4,1,1,NA,2,1,NA,2,NA,3,1,NA,3,3,2,2,1,4,4,1,4,4,4,4,6,5,3,167,120,165,1,1,1,0,0,0,1,2,0,0,1,4,3,3,3,3,3,2,0,5,0,1,0,4,4,4,1.1870551109314,0.815477788448334,0.239654049277306,1,0.28424397110939,2,0.00840217340737581,1
"75",210000,0,52,1,210000,0,0,0,1,4,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,3,1,4,2,1,1,1,4,2,170,140,170,3,2,2,0,0,0,4,2,0,0,1,4,3,4,4,4,3,1,1,3,0,1,0,1,2,1,-0.94632351398468,-0.922452747821808,-1.22039556503296,1,-0.578151047229767,2,0.00862805359065533,1
"76",440000,1,47,0,420000,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,2,2,2,1,1,2,1,1,2,3,NA,2,NA,4,1,NA,2,2,1,2,3,3,4,3,4,2,2,2,1,1,3,171,140,170,3,2,1,0,0,0,3,2,0,0,1,4,3,3,2,3,3,1,0,7,1,0,0,2,NA,2,-0.138631358742714,-0.922452747821808,-0.431529670953751,1,-1.43804752826691,2,0.00864337384700775,1
"77",5e+05,1,46,1,5e+05,1,0,0,1,2,2,2,2,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,99999,99999,99999,1,1,1,1,0,0,1,0,2,3,3,4,3,1,1,NA,2,2,2,2,2,2,1,NA,5,3,2,4,3,4,3,2,4,3,4,4,4,2,3,165,150,163,1,1,1,0,0,0,2,2,0,0,1,4,3,4,4,4,4,2,1,9,0,0,0,4,4,1,-0.362827777862549,0.534723222255707,0.239654049277306,1,0.281745463609695,8,0.00889130681753159,1
"78",330000,1,46,1,330000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,5,1,5,5,1,1,4,7,6,10,3,3,172,168,169,2,1,1,0,0,0,2,2,1,1,1,4,4,4,4,4,4,1,1,10,0,1,0,2,1,1,-0.94632351398468,-0.922452747821808,2.39475440979004,1,1.90645098686218,7,0.00902899447828531,1
"79",440000,1,45,0,440000,0,0,0,1,4,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,1,1,5,5,3,3,3,5,7,6,5,2,150,102,140,2,1,1,1,0,0,3,3,0,0,1,4,4,4,4,4,4,2,1,4,1,1,0,1,1,1,-0.452185094356537,0.265740752220154,0.239654049277306,1,1.0465544462204,1,0.00905228406190872,1
"80",520000,0,42,1,520000,0,0,0,1,1,5,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,2,1,3,2,1,4,2,4,2,5,1,4,160,142,149,3,1,1,0,0,0,1,2,1,1,1,3,2,3,2,4,3,2,0,4,0,0,0,1,1,NA,NA,-0.922452747821808,-1.79776406288147,1,1.0465544462204,8,0.00915004778653383,1
"81",370000,0,49,1,370000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,3,1,2,3,3,3,3,3,3,3,3,3,1,NA,4,3,2,2,3,4,4,2,2,4,0,4,0,3,3,163,105,160,2,2,2,0,0,0,2,2,1,1,1,3,4,3,3,3,3,2,1,6,0,1,0,2,1,1,-0.469751596450806,0.144271776080132,0.239654049277306,1,0.66414999961853,8,0.00920078437775373,1
"82",210000,0,50,0,210000,0,0,0,1,4,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,6,5,1,4,4,5,4,7,1,3,153,110,154,4,1,1,0,0,0,3,2,0,0,1,4,4,4,3,4,3,1,1,NA,1,1,0,1,1,1,NA,0.255009174346924,2.39475440979004,1,0.184159517288208,8,0.00925663579255342,1
"83",220000,0,26,0,220000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,2,6,4,1,5,3,5,5,6,5,3,163,110,155,2,1,1,0,0,NA,2,3,0,0,1,4,4,4,4,4,3,2,1,5,0,1,0,NA,1,1,NA,NA,0.239654049277306,1,-0.958057045936584,8,0.00954497698694468,1
"84",120000,0,58,0,120000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,3,1,5,5,2,4,4,5,5,4,5,3,162,130,160,2,2,2,0,0,0,2,2,0,0,1,1,2,3,4,3,3,1,1,5,0,1,0,1,1,1,NA,1.01158654689789,-1.12658035755157,1,-0.195746496319771,8,0.00982202775776386,1
"85",220000,0,60,1,220000,0,0,0,5,4,5,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3,6,1,1,5,5,1,10,1,1,3,155,85,150,5,5,4,1,1,0,5,1,1,0,1,4,3,4,3,4,3,1,1,4,0,1,0,1,NA,NA,0.360007137060165,NA,-0.549211859703064,0,-2.29794406890869,8,0.00988045241683722,1
"86",440000,1,22,1,440000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3,5,6,3,2,4,4,3,6,3,2,175,120,173,2,1,1,0,0,0,2,3,0,0,1,4,4,4,4,4,4,2,1,8,0,0,0,3,1,1,NA,NA,-0.549211859703064,1,-1.34046161174774,2,0.0101132420822978,1
"87",370000,0,41,0,370000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,6,6,1,4,4,7,4,7,3,3,156,160,156,2,1,1,0,0,0,2,2,0,0,1,4,4,3,3,3,3,1,1,7,1,1,0,2,2,1,0.932965755462646,-0.523633182048798,0.239654049277306,1,1.90645098686218,2,0.0101478900760412,1
"88",370000,1,54,0,370000,0,0,1,1,4,1,4,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,4,4,3,2,4,3,5,0,0,3,3,160,128,160,3,1,1,0,0,0,3,1,0,0,1,4,4,3,3,3,3,1,1,7,0,0,0,2,2,1,1.23047828674316,NA,0.239654049277306,1,-1.05814146995544,8,0.0101763317361474,1
"89",350000,0,43,0,350000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,1,3,6,5,1,2,2,6,6,10,5,2,154,124,150,3,1,1,0,0,4,3,3,0,1,1,4,4,3,3,3,3,2,1,5,1,1,0,1,1,1,NA,-0.922452747821808,0.239654049277306,1,-0.578151047229767,8,0.0104175405576825,1
"90",370000,1,15,1,370000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,1,6,5,5,1,1,4,5,5,6,4,2,170,110,170,1,1,1,0,0,0,2,2,0,0,1,4,4,4,4,4,3,1,0,8,0,0,0,2,2,1,NA,0.144271776080132,0.239654049277306,1,0.28424397110939,2,0.0104977302253246,1
"91",620000,0,32,0,620000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,1,6,4,2,4,3,5,7,7,5,3,160,90,160,2,2,1,0,0,0,2,3,0,0,1,4,3,3,2,4,3,1,1,6,0,1,0,1,2,1,0.131310671567917,-0.922452747821808,0.239654049277306,1,-0.198245003819466,1,0.0105161890387535,1
"92",370000,1,32,0,410000,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,6,5,5,1,1,4,6,5,6,4,3,165,130,165,1,1,1,0,0,0,2,1,0,0,1,4,4,4,4,4,4,2,0,9,0,1,0,1,1,1,NA,0.144271776080132,0.239654049277306,1,0.66414999961853,8,0.0107240062206984,1
"93",330000,0,55,1,330000,0,0,0,1,5,1,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,3,1,1,3,3,4,4,NA,2,NA,NA,NA,1,NA,2,1,1,1,1,5,3,3,2,4,3,2,0,1,1,164,130,160,3,2,1,1,0,0,3,3,1,0,2,1,1,2,1,2,1,1,1,NA,0,1,0,NA,1,1,0.131310671567917,-0.677795827388763,0.239654049277306,1,-0.578151047229767,2,0.0107974093407393,1
"94",510000,0,76,0,510000,0,0,0,1,4,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,2,3,6,6,1,1,5,8,8,8,9,4,145,98,146,3,1,1,0,0,0,3,3,0,0,1,4,4,4,3,3,3,2,0,7,0,0,0,1,3,1,0.217486366629601,NA,0.934704720973969,1,0.186658024787903,8,0.0108833676204085,1
"95",410000,0,45,1,410000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,3,1,1,4,2,2,2,0,2,3,173,140,175,3,1,1,0,0,0,3,3,1,0,1,4,4,4,4,4,3,1,1,6,0,1,0,1,1,1,-0.660340368747711,-0.922452747821808,-0.431529670953751,1,-1.43804752826691,1,0.0109833870083094,1
"96",530000,0,30,0,530000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,2,2,2,4,4,1,4,2,1,NA,4,NA,4,1,NA,2,2,2,2,2,5,4,1,4,4,4,3,6,3,3,158,94,158,4,1,1,0,0,0,2,2,0,1,1,2,3,3,1,3,3,1,1,5,0,0,0,2,1,1,-0.483929544687271,-0.690246343612671,0.239654049277306,1,-0.193247988820076,1,0.0110396789386868,1
"97",650000,0,42,0,650000,0,0,0,1,4,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,6,6,6,1,4,4,6,4,8,5,3,160,136,158,3,1,1,0,0,NA,1,4,1,1,2,3,3,3,3,3,3,2,0,5,1,1,1,1,NA,NA,NA,NA,0.239654049277306,1,0.66414999961853,8,0.0110679538920522,1
